"","SchoolYear","NCESDistrictID","StudentID","AdministrationDate","TermAssessmentSubject","ScaleScore","PercentileRank","GradeEquivalent","StudentGrowthPercentile","BenchmarkLevel","WindowName"
"1648","2023-2024","108807015","108243663","2024-01-10 19:35:55.456","Reading","86","1","1.2","5","4","MOY"
"1649","2023-2024","108807009","108049232","2024-01-08 20:11:40.147","Reading","901","40","7.8","84","1","MOY"
"1650","2023-2024","108807009","108232224","2024-01-08 18:56:04.298","Reading","663","18","5.9","18","3","MOY"
"1651","2023-2024","108807009","108050590","2024-01-08 18:44:59.527","Reading","592","12","5.3","48","3","MOY"
"1652","2023-2024","108807009","108055207","2024-01-08 16:01:23.374","Reading","507","7","4.5","10","4","MOY"
"1653","2023-2024","108807014","108048604","2024-01-08 15:54:51.437","Reading","835","33","7.2","","2","MOY"
"1654","2023-2024","108807014","108201865","2024-01-08 16:35:38.397","Reading","237","1","2.4","11","4","MOY"
"1655","2023-2024","108807009","108179388","2024-01-08 20:06:47.162","Reading","468","5","4.1","1","4","MOY"
"1656","2023-2024","108807014","108234048","2024-01-08 14:33:43.879","Reading","575","11","5.1","14","3","MOY"
"1657","2023-2024","108807015","108074612","2024-01-10 17:55:08.538","Reading","618","31","5.5","45","2","MOY"
"1658","2023-2024","108807017","108064940","2024-01-23 19:26:26.002","Reading","718","34","6.4","6","2","MOY"
"1659","2023-2024","108807017","108185632","2024-01-16 16:40:42.732","Reading","893","52","7.7","60","1","MOY"
"1660","2023-2024","108807009","108065303","2024-01-08 18:58:35.906","Reading","529","8","4.7","4","4","MOY"
"1661","2023-2024","108807015","108061413","2024-01-11 18:07:17.759","Reading","935","71","8.3","83","1","MOY"
"1662","2023-2024","108807017","108110324","2024-01-23 21:23:37.196","Reading","702","32","6.2","73","2","MOY"
"1663","2023-2024","108807014","108198273","2024-01-08 16:57:27.628","Reading","224","1","2.3","65","4","MOY"
"1664","2023-2024","108807015","108056963","2024-01-10 15:14:35.512","Reading","483","13","4.3","61","3","MOY"
"1665","2023-2024","108807014","108072787","2024-01-08 16:39:03.941","Reading","723","24","6.4","64","3","MOY"
"1666","2023-2024","108807108","108237607","2024-01-17 17:53:24.644","Reading","416","30","3.7","4","2","MOY"
"1667","2023-2024","108807009","108051735","2024-01-17 20:35:55.056","Reading","922","44","8.2","61","1","MOY"
"1668","2023-2024","108807009","108051296","2024-01-08 19:04:53.686","Reading","729","25","6.5","96","2","MOY"
"1669","2023-2024","108807087","108260849","2024-01-23 17:18:51.889","Reading","514","16","4.5","","3","MOY"
"1670","2023-2024","108807009","108232211","2024-01-08 14:59:33.183","Reading","472","5","4.2","35","4","MOY"
"1671","2023-2024","108807014","108050059","2024-01-08 21:07:40.348","Reading","999","52","8.9","27","1","MOY"
"1672","2023-2024","108807087","108135602","2024-01-23 20:45:50.335","Reading","866","62","7.5","99","1","MOY"
"1673","2023-2024","108807009","108047373","2024-01-08 21:06:49.207","Reading","133","1","1.7","38","4","MOY"
"1674","2023-2024","108807014","108066995","2024-01-08 20:02:48.041","Reading","904","41","7.9","23","1","MOY"
"1675","2023-2024","108807009","108049274","2024-01-17 20:50:19.766","Reading","1137","61","10.0","79","1","MOY"
"1676","2023-2024","108807087","108229889","2024-01-23 17:25:21.363","Reading","738","48","6.6","57","1","MOY"
"1677","2023-2024","108807087","108247691","2024-01-23 20:50:52.062","Reading","391","5","3.5","5","4","MOY"
"1678","2023-2024","108807015","108057061","2024-01-10 17:22:27.873","Reading","430","8","3.8","21","4","MOY"
"1679","2023-2024","108807014","108045762","2024-01-09 15:09:00.769","Reading","482","6","4.2","21","4","MOY"
"1680","2023-2024","108807087","108229892","2024-01-23 14:27:42.175","Reading","586","26","5.2","57","2","MOY"
"1681","2023-2024","108807015","108064844","2024-01-10 15:21:12.197","Reading","397","6","3.5","2","4","MOY"
"1682","2023-2024","108807009","108078716","2024-01-08 16:07:08.492","Reading","1023","53","9.0","37","1","MOY"
"1683","2023-2024","108807014","108050097","2024-01-08 15:32:57.801","Reading","437","4","3.8","63","4","MOY"
"1684","2023-2024","108807009","108244032","2024-01-08 21:25:51.164","Reading","681","20","6.1","24","3","MOY"
"1685","2023-2024","108807014","108187418","2024-01-11 19:34:11.873","Reading","89","1","1.3","14","4","MOY"
"1686","2023-2024","108807015","108244124","2024-01-11 15:41:59.658","Reading","151","1","1.8","30","4","MOY"
"1687","2023-2024","108807017","108112830","2024-01-16 16:47:01.605","Reading","584","19","5.2","36","3","MOY"
"1688","2023-2024","108807087","108090154","2024-01-23 14:19:04.161","Reading","467","11","4.1","30","3","MOY"
"1689","2023-2024","108807008","108232423","2024-01-08 14:38:00.665","Reading","477","5","4.2","39","4","MOY"
"1690","2023-2024","108807087","108234760","2024-01-23 14:31:12.471","Reading","520","17","4.6","16","3","MOY"
"1691","2023-2024","108807009","108062954","2024-01-08 18:56:33.086","Reading","1042","54","9.1","98","1","MOY"
"1692","2023-2024","108807002","108071652","2024-01-08 16:45:15.702","Reading","1296","88","> 12.9","18","1","MOY"
"1693","2023-2024","108807108","108240354","2024-01-17 18:08:30.054","Reading","149","2","1.8","73","4","MOY"
"1694","2023-2024","108807017","108070887","2024-01-23 14:31:10.284","Reading","853","48","7.4","29","1","MOY"
"1695","2023-2024","108807108","108086660","2024-01-19 18:33:26.845","Reading","336","14","3.1","1","3","MOY"
"1696","2023-2024","108807015","108060248","2024-01-10 17:31:17.325","Reading","673","39","6.0","52","2","MOY"
"1697","2023-2024","108807014","108241973","2024-01-08 15:41:51.059","Reading","839","33","7.2","","2","MOY"
"1698","2023-2024","108807015","108234159","2024-01-10 20:31:15.987","Reading","404","6","3.6","91","4","MOY"
"1699","2023-2024","108807017","108064943","2024-01-23 17:57:15.133","Reading","456","7","4.0","79","4","MOY"
"1700","2023-2024","108807095","108048210","2024-01-08 14:46:57.073","Reading","850","34","7.3","97","2","MOY"
"1701","2023-2024","108807087","108114919","2024-01-23 17:05:19.718","Reading","422","7","3.7","40","4","MOY"
"1702","2023-2024","108807014","108053383","2024-01-08 16:47:49.545","Reading","702","22","6.2","85","3","MOY"
"1703","2023-2024","108807014","108053178","2024-01-08 21:09:12.396","Reading","826","32","7.2","72","2","MOY"
"1704","2023-2024","108807108","108116774","2024-01-17 18:07:45.163","Reading","276","7","2.6","64","4","MOY"
"1705","2023-2024","108807015","108056943","2024-01-10 16:27:30.569","Reading","562","23","5.0","93","3","MOY"
"1706","2023-2024","108807108","108197518","2024-01-17 18:01:02.472","Reading","213","4","2.2","88","4","MOY"
"1707","2023-2024","108807009","108095926","2024-01-08 18:55:22.166","Reading","606","13","5.4","77","3","MOY"
"1708","2023-2024","108807015","108156985","2024-01-10 19:30:32.695","Reading","365","4","3.3","11","4","MOY"
"1709","2023-2024","108807009","108048416","2024-01-08 21:23:46.837","Reading","709","23","6.3","6","3","MOY"
"1710","2023-2024","108807087","108199916","2024-01-23 17:11:40.359","Reading","223","1","2.3","5","4","MOY"
"1711","2023-2024","108807087","108124521","2024-01-23 14:36:28.459","Reading","823","56","7.1","69","1","MOY"
"1712","2023-2024","108807015","108200819","2024-01-10 18:04:06.931","Reading","591","27","5.3","51","2","MOY"
"1713","2023-2024","108807087","108214389","2024-01-23 19:48:22.577","Reading","642","35","5.7","93","2","MOY"
"1714","2023-2024","108807087","108229867","2024-01-22 20:32:15.379","Reading","141","1","1.7","36","4","MOY"
"1715","2023-2024","108807087","108229888","2024-01-23 17:18:27.434","Reading","941","72","8.3","87","1","MOY"
"1716","2023-2024","108807009","108049105","2024-01-08 14:55:55.088","Reading","461","5","4.1","70","4","MOY"
"1717","2023-2024","108807014","108201863","2024-01-08 15:49:07.410","Reading","731","25","6.5","94","2","MOY"
"1718","2023-2024","108807017","108102020","2024-01-12 19:23:01.561","Reading","679","29","6.1","48","2","MOY"
"1719","2023-2024","108807014","108053187","2024-01-08 21:20:21.425","Reading","1222","70","11.6","99","1","MOY"
"1720","2023-2024","108807009","108048096","2024-01-08 14:54:33.162","Reading","887","39","7.7","91","2","MOY"
"1721","2023-2024","108807087","108102156","2024-01-23 14:41:05.439","Reading","614","30","5.4","38","2","MOY"
"1722","2023-2024","108807014","108038674","2024-01-08 14:51:12.099","Reading","332","1","3.0","","4","MOY"
"1723","2023-2024","108807087","108199995","2024-01-18 20:18:35.452","Reading","371","4","3.3","82","4","MOY"
"1724","2023-2024","108807017","108201968","2024-01-11 16:37:53.595","Reading","82","1","1.1","31","4","MOY"
"1725","2023-2024","108807087","108199888","2024-01-25 20:30:41.600","Reading","508","16","4.5","5","3","MOY"
"1726","2023-2024","108807014","108052222","2024-01-08 16:58:24.022","Reading","636","16","5.7","63","3","MOY"
"1727","2023-2024","108807087","108195341","2024-01-22 20:50:19.397","Reading","95","1","1.4","45","4","MOY"
"1728","2023-2024","108807015","108056100","2024-01-10 15:17:21.628","Reading","447","9","3.9","75","4","MOY"
"1729","2023-2024","108807087","108178315","2024-01-23 20:31:58.899","Reading","571","24","5.1","13","3","MOY"
"1730","2023-2024","108807087","108135572","2024-01-26 15:12:47.462","Reading","882","63","7.6","98","1","MOY"
"1731","2023-2024","108807014","108084865","2024-01-08 20:13:58.033","Reading","729","25","6.5","98","2","MOY"
"1732","2023-2024","108807014","108050778","2024-01-08 21:07:33.106","Reading","528","8","4.7","3","4","MOY"
"1733","2023-2024","108807017","108088302","2024-01-19 19:55:21.309","Reading","460","7","4.0","26","4","MOY"
"1734","2023-2024","108807009","108232205","2024-01-08 16:08:03.491","Reading","558","9","4.9","29","4","MOY"
"1735","2023-2024","108807087","108135561","2024-01-23 14:29:12.463","Reading","684","41","6.1","74","1","MOY"
"1736","2023-2024","108807087","108229883","2024-01-23 19:37:07.310","Reading","855","60","7.4","40","1","MOY"
"1737","2023-2024","108807087","108178201","2024-01-23 17:05:15.334","Reading","422","7","3.7","8","4","MOY"
"1738","2023-2024","108807014","108251988","2024-01-08 21:22:32.324","Reading","835","33","7.2","","2","MOY"
"1739","2023-2024","108807017","108058831","2024-01-23 19:38:10.871","Reading","570","17","5.0","32","3","MOY"
"1740","2023-2024","108807015","108056919","2024-01-10 18:00:10.398","Reading","612","30","5.4","44","2","MOY"
"1741","2023-2024","108807015","108199002","2024-01-11 17:28:49.832","Reading","577","25","5.1","98","2","MOY"
"1742","2023-2024","108807014","108052090","2024-01-08 20:08:56.597","Reading","1268","75","12.6","77","1","MOY"
"1743","2023-2024","108807009","108048366","2024-01-08 20:29:40.258","Reading","620","15","5.5","89","3","MOY"
"1744","2023-2024","108807015","108056919","2024-01-10 17:27:37.692","Reading","528","18","4.7","","3","MOY"
"1745","2023-2024","108807014","108234056","2024-01-08 17:04:01.130","Reading","411","3","3.6","13","4","MOY"
"1746","2023-2024","108807009","108049113","2024-01-08 16:18:13.297","Reading","631","16","5.6","83","3","MOY"
"1747","2023-2024","108807087","108090163","2024-01-23 21:40:26.679","Reading","396","6","3.5","19","4","MOY"
"1748","2023-2024","108807108","108081577","2024-01-19 18:04:01.930","Reading","491","47","4.3","47","1","MOY"
"1749","2023-2024","108807009","108095996","2024-01-08 20:16:51.675","Reading","691","21","6.2","40","3","MOY"
"1750","2023-2024","108807009","108124699","2024-01-08 15:57:30.678","Reading","442","4","3.9","29","4","MOY"
"1751","2023-2024","108807087","108135586","2024-01-23 19:19:12.226","Reading","833","57","7.2","65","1","MOY"
"1752","2023-2024","108807015","108085698","2024-01-10 17:52:44.644","Reading","552","21","4.8","6","3","MOY"
"1753","2023-2024","108807087","108229884","2024-01-23 20:44:19.165","Reading","483","13","4.3","58","3","MOY"
"1754","2023-2024","108807009","108232191","2024-01-08 21:21:31.603","Reading","535","8","4.7","70","4","MOY"
"1755","2023-2024","108807015","108203047","2024-01-10 17:18:43.011","Reading","651","36","5.8","73","2","MOY"
"1756","2023-2024","108807015","108249230","2024-01-10 18:04:05.057","Reading","557","22","4.9","65","3","MOY"
"1757","2023-2024","108807015","108056960","2024-01-10 17:27:59.291","Reading","527","18","4.6","62","3","MOY"
"1758","2023-2024","108807087","108229893","2024-01-23 14:37:40.097","Reading","918","70","8.1","33","1","MOY"
"1759","2023-2024","108807087","108234587","2024-01-23 21:01:03.193","Reading","304","2","2.8","8","4","MOY"
"1760","2023-2024","108807014","108100627","2024-01-08 14:39:52.417","Reading","426","3","3.7","9","4","MOY"
"1761","2023-2024","108807017","108064997","2024-01-23 20:39:21.212","Reading","772","39","6.7","96","2","MOY"
"1762","2023-2024","108807009","108049240","2024-01-08 19:06:56.583","Reading","968","49","8.6","93","1","MOY"
"1763","2023-2024","108807009","108121624","2024-01-08 16:16:20.263","Reading","891","39","7.7","49","2","MOY"
"1764","2023-2024","108807013","108045724","2024-01-11 14:53:33.168","Reading","420","5","3.7","24","4","MOY"
"1765","2023-2024","108807015","108202185","2024-01-10 17:30:34.011","Reading","226","1","2.3","84","4","MOY"
"1766","2023-2024","108807015","108085110","2024-01-10 20:27:14.239","Reading","302","2","2.8","29","4","MOY"
"1767","2023-2024","108807087","108102793","2024-01-23 17:00:16.648","Reading","297","2","2.8","1","4","MOY"
"1768","2023-2024","108807087","108100366","2024-01-23 19:19:44.256","Reading","607","29","5.4","96","2","MOY"
"1769","2023-2024","108807014","108039548","2024-01-08 15:39:27.169","Reading","769","27","6.7","49","2","MOY"
"1770","2023-2024","108807087","108229869","2024-01-23 19:12:56.383","Reading","238","1","2.4","10","4","MOY"
"1771","2023-2024","108807015","108238252","2024-01-11 17:29:49.740","Reading","463","11","4.1","93","3","MOY"
"1772","2023-2024","108807014","108051290","2024-01-08 15:48:07.657","Reading","1200","67","11.1","","1","MOY"
"1773","2023-2024","108807009","108052763","2024-01-08 18:53:46.723","Reading","1292","77","> 12.9","98","1","MOY"
"1774","2023-2024","108807015","108152782","2024-01-10 17:52:02.479","Reading","446","8","3.9","8","4","MOY"
"1775","2023-2024","108807017","108110413","2024-01-23 20:52:15.499","Reading","622","23","5.5","71","3","MOY"
"1776","2023-2024","108807017","108071434","2024-01-23 18:08:56.364","Reading","606","21","5.4","12","3","MOY"
"1777","2023-2024","108807017","108064970","2024-01-23 21:00:05.894","Reading","8","1","0.0","9","4","MOY"
"1778","2023-2024","108807015","108061287","2024-01-10 17:29:54.300","Reading","891","64","7.7","32","1","MOY"
"1779","2023-2024","108807017","108197283","2024-01-11 16:01:00.039","Reading","101","1","1.5","30","4","MOY"
"1780","2023-2024","108807108","108114047","2024-01-19 18:19:56.191","Reading","632","74","5.6","95","1","MOY"
"1781","2023-2024","108807015","108057390","2024-01-10 16:33:40.853","Reading","558","22","4.9","91","3","MOY"
"1782","2023-2024","108807009","108237287","2024-01-08 18:52:09.902","Reading","659","18","5.9","20","3","MOY"
"1783","2023-2024","108807009","108093339","2024-01-08 21:14:43.410","Reading","420","3","3.7","71","4","MOY"
"1784","2023-2024","108807014","108101648","2024-01-08 14:37:42.673","Reading","844","34","7.3","85","2","MOY"
"1785","2023-2024","108807009","108232226","2024-01-08 14:54:21.131","Reading","570","10","5.0","46","3","MOY"
"1786","2023-2024","108807017","108185637","2024-01-10 20:11:14.324","Reading","427","5","3.8","78","4","MOY"
"1787","2023-2024","108807014","108137644","2024-01-08 20:27:26.292","Reading","1231","71","11.8","37","1","MOY"
"1788","2023-2024","108807014","108185732","2024-01-08 14:51:57.117","Reading","90","1","1.3","2","4","MOY"
"1789","2023-2024","108807017","108064971","2024-01-23 19:21:56.002","Reading","737","36","6.5","58","2","MOY"
"1790","2023-2024","108807014","108038751","2024-01-08 15:55:31.457","Reading","571","11","5.1","3","3","MOY"
"1791","2023-2024","108807087","108221667","2024-01-23 19:22:15.718","Reading","509","16","4.5","64","3","MOY"
"1792","2023-2024","108807014","108052008","2024-01-08 17:01:45.431","Reading","491","6","4.3","40","4","MOY"
"1793","2023-2024","108807108","108082116","2024-01-17 18:44:18.888","Reading","374","21","3.4","92","3","MOY"
"1794","2023-2024","108807009","108039768","2024-01-08 16:01:23.974","Reading","570","10","5.0","3","3","MOY"
"1795","2023-2024","108807009","108111658","2024-01-08 21:24:34.365","Reading","787","29","6.9","74","2","MOY"
"1796","2023-2024","108807014","108063145","2024-01-08 16:47:21.997","Reading","633","16","5.6","39","3","MOY"
"1797","2023-2024","108807017","108064929","2024-01-23 17:54:13.178","Reading","564","16","5.0","98","3","MOY"
"1798","2023-2024","108807015","108234164","2024-01-11 17:15:30.466","Reading","433","8","3.8","43","4","MOY"
"1799","2023-2024","108807087","108090148","2024-02-05 14:46:44.344","Reading","78","1","1.0","","4","MOY"
"1800","2023-2024","108807087","108090148","2024-01-26 14:25:20.934","Reading","8","1","0.0","","4","MOY"
"1801","2023-2024","108807014","108051315","2024-01-08 21:23:02.960","Reading","659","18","5.9","18","3","MOY"
"1802","2023-2024","108807087","108119526","2024-01-17 17:04:34.419","Reading","338","3","3.1","53","4","MOY"
"1803","2023-2024","108807014","108039564","2024-01-09 15:09:27.910","Reading","356","2","3.2","90","4","MOY"
"1804","2023-2024","108807015","108074838","2024-01-09 20:14:10.515","Reading","928","71","8.2","99","1","MOY"
"1805","2023-2024","108807015","108234154","2024-01-08 19:39:57.886","Reading","568","24","5.0","90","3","MOY"
"1806","2023-2024","108807009","108048100","2024-01-08 21:18:49.621","Reading","773","27","6.7","90","2","MOY"
"1807","2023-2024","108807108","108075573","2024-01-17 18:21:33.476","Reading","212","4","2.2","20","4","MOY"
"1808","2023-2024","108807017","108061857","2024-01-11 18:46:23.069","Reading","8","1","0.0","","4","MOY"
"1809","2023-2024","108807009","108119942","2024-01-08 21:21:10.204","Reading","355","2","3.2","7","4","MOY"
"1810","2023-2024","108807017","108112546","2024-01-12 18:34:19.942","Reading","555","15","4.9","85","3","MOY"
"1811","2023-2024","108807087","108109337","2024-01-23 17:12:47.904","Reading","346","4","3.1","6","4","MOY"
"1812","2023-2024","108807009","108049092","2024-01-08 14:51:29.149","Reading","801","30","7.0","65","2","MOY"
"1813","2023-2024","108807087","108135570","2024-01-23 19:47:10.331","Reading","549","21","4.8","84","3","MOY"
"1814","2023-2024","108807009","108055210","2024-01-08 20:10:14.020","Reading","763","27","6.7","8","2","MOY"
"1815","2023-2024","108807017","108064972","2024-01-23 21:15:10.421","Reading","833","45","7.2","71","1","MOY"
"1816","2023-2024","108807009","108078772","2024-01-08 16:17:50.873","Reading","899","40","7.8","17","1","MOY"
"1817","2023-2024","108807087","108091439","2024-01-25 21:21:41.906","Reading","928","71","8.2","62","1","MOY"
"1818","2023-2024","108807015","108202370","2024-01-10 17:16:29.471","Reading","804","54","7.0","20","1","MOY"
"1819","2023-2024","108807015","108056913","2024-01-08 20:35:17.786","Reading","789","53","6.9","40","1","MOY"
"1820","2023-2024","108807014","108053614","2024-01-08 16:51:29.203","Reading","444","4","3.9","34","4","MOY"
"1821","2023-2024","108807087","108119575","2024-01-23 20:49:51.183","Reading","922","70","8.2","91","1","MOY"
"1822","2023-2024","108807015","108084774","2024-01-10 15:12:19.908","Reading","504","15","4.4","3","3","MOY"
"1823","2023-2024","108807087","108091508","2024-01-23 14:32:49.993","Reading","1257","94","12.4","99","1","MOY"
"1824","2023-2024","108807087","108178239","2024-01-23 19:19:40.887","Reading","784","52","6.8","95","1","MOY"
"1825","2023-2024","108807017","108073269","2024-01-23 20:55:32.017","Reading","399","4","3.5","73","4","MOY"
"1826","2023-2024","108807017","108218867","2024-01-23 19:36:49.601","Reading","919","57","8.1","75","1","MOY"
"1827","2023-2024","108807015","108056983","2024-01-10 18:08:10.081","Reading","334","3","3.1","","4","MOY"
"1828","2023-2024","108807017","108141812","2024-01-10 15:30:49.232","Reading","588","19","5.2","64","3","MOY"
"1829","2023-2024","108807017","108055786","2024-01-23 19:27:44.034","Reading","440","6","3.8","7","4","MOY"
"1830","2023-2024","108807014","108234059","2024-01-10 15:33:32.338","Reading","72","1","0.7","8","4","MOY"
"1831","2023-2024","108807017","108064950","2024-01-23 14:36:36.374","Reading","499","10","4.4","85","3","MOY"
"1832","2023-2024","108807015","108234157","2024-01-19 14:35:38.081","Reading","313","3","2.9","7","4","MOY"
"1833","2023-2024","108807017","108141815","2024-01-23 19:19:40.442","Reading","803","42","7.0","47","1","MOY"
"1834","2023-2024","108807017","108113989","2024-01-09 19:42:35.771","Reading","374","3","3.4","3","4","MOY"
"1835","2023-2024","108807017","108187991","2024-01-12 20:09:41.164","Reading","569","17","5.0","84","3","MOY"
"1836","2023-2024","108807017","108064963","2024-01-23 18:12:35.107","Reading","884","51","7.7","24","1","MOY"
"1837","2023-2024","108807017","108099480","2024-01-23 19:32:54.396","Reading","1303","88","> 12.9","91","1","MOY"
"1838","2023-2024","108807087","108234587","2024-01-23 21:18:18.640","Reading","258","1","2.5","","4","MOY"
"1839","2023-2024","108807014","108048505","2024-01-08 14:52:02.414","Reading","614","14","5.4","20","3","MOY"
"1840","2023-2024","108807014","108078670","2024-01-08 20:06:32.120","Reading","1329","87","> 12.9","99","1","MOY"
"1841","2023-2024","108807014","108052784","2024-01-08 21:18:34.325","Reading","705","22","6.3","70","3","MOY"
"1842","2023-2024","108807009","108232221","2024-01-08 14:55:34.510","Reading","721","24","6.4","94","3","MOY"
"1843","2023-2024","108807087","108178219","2024-01-23 17:15:46.496","Reading","554","21","4.9","76","3","MOY"
"1844","2023-2024","108807015","108056999","2024-01-19 19:29:06.298","Reading","584","26","5.2","55","2","MOY"
"1845","2023-2024","108807087","108178210","2024-01-23 17:42:34.199","Reading","415","7","3.7","58","4","MOY"
"1846","2023-2024","108807095","108088229","2024-01-25 14:27:52.380","Reading","404","6","3.6","25","4","MOY"
"1847","2023-2024","108807087","108257791","2024-01-25 17:15:41.324","Reading","363","4","3.3","","4","MOY"
"1848","2023-2024","108807087","108102780","2024-01-23 19:17:10.210","Reading","483","13","4.3","59","3","MOY"
"1849","2023-2024","108807014","108146604","2024-01-10 15:28:42.154","Reading","167","1","1.9","1","4","MOY"
"1850","2023-2024","108807087","108178269","2024-01-23 14:22:32.308","Reading","378","5","3.4","10","4","MOY"
"1851","2023-2024","108807017","108074925","2024-01-16 16:38:47.241","Reading","850","47","7.3","28","1","MOY"
"1852","2023-2024","108807015","108234160","2024-01-11 15:42:07.877","Reading","71","1","0.7","3","4","MOY"
"1853","2023-2024","108807015","108234160","2024-01-10 17:00:12.317","Reading","137","1","1.7","","4","MOY"
"1854","2023-2024","108807014","108038752","2024-01-08 15:53:44.749","Reading","1290","77","> 12.9","82","1","MOY"
"1855","2023-2024","108807015","108086826","2024-01-09 20:13:36.690","Reading","676","40","6.0","42","1","MOY"
"1856","2023-2024","108807108","108101082","2024-01-17 18:31:27.041","Reading","174","2","1.9","91","4","MOY"
"1857","2023-2024","108807014","108053528","2024-01-08 20:35:36.904","Reading","828","32","7.2","65","2","MOY"
"1858","2023-2024","108807009","108048971","2024-01-08 15:01:04.232","Reading","637","16","5.7","89","3","MOY"
"1859","2023-2024","108807009","108052263","2024-01-19 14:35:18.960","Reading","429","3","3.8","15","4","MOY"
"1860","2023-2024","108807015","108064868","2024-01-10 16:42:45.586","Reading","466","11","4.1","13","3","MOY"
"1861","2023-2024","108807014","108078678","2024-01-08 14:29:26.283","Reading","281","1","2.7","3","4","MOY"
"1862","2023-2024","108807009","108160954","2024-01-08 20:17:39.314","Reading","911","43","8.0","29","1","MOY"
"1863","2023-2024","108807015","108056113","2024-01-10 17:22:30.710","Reading","1004","77","8.9","49","1","MOY"
"1864","2023-2024","108807014","108070210","2024-01-08 14:44:37.619","Reading","944","47","8.4","65","1","MOY"
"1865","2023-2024","108807087","108090140","2024-01-23 17:21:21.223","Reading","556","21","4.9","34","3","MOY"
"1866","2023-2024","108807009","108158493","2024-01-08 18:47:12.188","Reading","280","1","2.7","3","4","MOY"
"1867","2023-2024","108807014","108085929","2024-01-08 21:25:08.325","Reading","1006","53","9.0","","1","MOY"
"1868","2023-2024","108807017","108052201","2024-01-10 19:36:58.707","Reading","625","23","5.6","99","3","MOY"
"1869","2023-2024","108807108","108093416","2024-01-17 17:54:10.064","Reading","240","5","2.4","24","4","MOY"
"1870","2023-2024","108807014","108038777","2024-01-08 15:49:41.947","Reading","788","29","6.9","58","2","MOY"
"1871","2023-2024","108807009","108194735","2024-01-08 21:19:33.872","Reading","530","8","4.7","79","4","MOY"
"1872","2023-2024","108807014","108040613","2024-01-08 21:20:43.581","Reading","924","44","8.2","99","1","MOY"
"1873","2023-2024","108807108","108075524","2024-01-19 18:24:47.693","Reading","638","76","5.7","45","1","MOY"
"1874","2023-2024","108807017","108071400","2024-01-16 16:26:07.509","Reading","1346","99","> 12.9","83","1","MOY"
"1875","2023-2024","108807009","108053514","2024-01-08 18:46:38.518","Reading","793","29","6.9","12","2","MOY"
"1876","2023-2024","108807015","108056902","2024-01-10 15:14:10.887","Reading","685","42","6.1","50","1","MOY"
"1877","2023-2024","108807017","108059742","2024-01-23 21:00:29.134","Reading","1176","76","10.6","36","1","MOY"
"1878","2023-2024","108807017","108064941","2024-01-23 14:34:11.635","Reading","820","44","7.1","","1","MOY"
"1879","2023-2024","108807017","108064941","2024-01-16 16:31:38.957","Reading","668","28","5.9","25","2","MOY"
"1880","2023-2024","108807014","108244798","2024-01-08 21:24:04.384","Reading","8","1","0.0","","4","MOY"
"1881","2023-2024","108807087","108135565","2024-01-23 17:21:29.317","Reading","691","42","6.2","77","1","MOY"
"1882","2023-2024","108807108","108060990","2024-01-17 18:01:32.324","Reading","546","59","4.8","30","1","MOY"
"1883","2023-2024","108807015","108234156","2024-01-10 17:56:39.175","Reading","520","17","4.6","32","3","MOY"
"1884","2023-2024","108807009","108048377","2024-01-08 21:21:40.847","Reading","803","30","7.0","96","2","MOY"
"1885","2023-2024","108807017","108114872","2024-01-23 19:22:43.503","Reading","951","61","8.4","80","1","MOY"
"1886","2023-2024","108807108","108075528","2024-01-18 18:26:37.770","Reading","200","3","2.1","34","4","MOY"
"1887","2023-2024","108807108","108075556","2024-01-18 18:40:50.840","Reading","302","10","2.8","13","3","MOY"
"1888","2023-2024","108807009","108089748","2024-01-08 14:48:32.741","Reading","1315","82","> 12.9","96","1","MOY"
"1889","2023-2024","108807017","108230054","2024-01-23 18:19:57.986","Reading","593","20","5.3","63","3","MOY"
"1890","2023-2024","108807009","108149174","2024-01-08 21:20:24.648","Reading","363","2","3.3","16","4","MOY"
"1891","2023-2024","108807015","108056938","2024-01-10 17:53:16.685","Reading","467","11","4.1","56","3","MOY"
"1892","2023-2024","108807108","108075531","2024-01-19 18:03:19.994","Reading","568","64","5.0","27","1","MOY"
"1893","2023-2024","108807108","108121228","2024-01-17 18:43:32.914","Reading","364","19","3.3","31","3","MOY"
"1894","2023-2024","108807015","108261657","2024-01-09 20:00:19.578","Reading","536","19","4.7","","3","MOY"
"1895","2023-2024","108807017","108072590","2024-01-12 15:21:04.978","Reading","591","19","5.3","62","3","MOY"
"1896","2023-2024","108807108","108075502","2024-01-18 18:19:25.945","Reading","592","68","5.3","61","1","MOY"
"1897","2023-2024","108807014","108137631","2024-01-08 20:14:29.527","Reading","563","10","5.0","44","3","MOY"
"1898","2023-2024","108807087","108100127","2024-01-23 14:30:23.848","Reading","268","1","2.6","79","4","MOY"
"1899","2023-2024","108807009","108137075","2024-01-08 19:11:23.691","Reading","486","6","4.3","30","4","MOY"
"1900","2023-2024","108807017","108064983","2024-01-11 20:23:42.262","Reading","408","4","3.6","73","4","MOY"
"1901","2023-2024","108807087","108104658","2024-01-23 14:34:14.013","Reading","360","4","3.2","11","4","MOY"
"1902","2023-2024","108807009","108048513","2024-01-08 14:48:53.447","Reading","497","6","4.4","14","4","MOY"
"1903","2023-2024","108807087","108135601","2024-01-23 14:39:40.136","Reading","981","76","8.8","99","1","MOY"
"1904","2023-2024","108807009","108061458","2024-01-08 20:23:24.034","Reading","869","36","7.5","86","2","MOY"
